frequency	V(onoise)
3.715352290971708e+001	7.130075e-007
3.801893963205595e+001	7.130075e-007
3.890451449942788e+001	7.130075e-007
3.981071705534954e+001	7.130075e-007
4.073802778041109e+001	7.130075e-007
4.168693834703335e+001	7.130075e-007
4.265795188015907e+001	7.130075e-007
4.365158322401639e+001	7.130075e-007
4.466835921509610e+001	7.130075e-007
4.570881896148729e+001	7.130075e-007
4.677351412871960e+001	7.130075e-007
4.786300923226361e+001	7.130076e-007
4.897788193684438e+001	7.130076e-007
5.011872336272698e+001	7.130076e-007
5.128613839913624e+001	7.130076e-007
5.248074602497700e+001	7.130076e-007
5.370317963702501e+001	7.130076e-007
5.495408738576219e+001	7.130076e-007
5.623413251903463e+001	7.130076e-007
5.754399373371541e+001	7.130076e-007
5.888436553555861e+001	7.130076e-007
6.025595860743547e+001	7.130076e-007
6.165950018614791e+001	7.130076e-007
6.309573444801901e+001	7.130076e-007
6.456542290346522e+001	7.130076e-007
6.606934480075925e+001	7.130076e-007
6.760829753919782e+001	7.130076e-007
6.918309709189329e+001	7.130076e-007
7.079457843841342e+001	7.130076e-007
7.244359600749863e+001	7.130076e-007
7.413102413009136e+001	7.130076e-007
7.585775750291798e+001	7.130076e-007
7.762471166286876e+001	7.130076e-007
7.943282347242773e+001	7.130076e-007
8.128305161640949e+001	7.130076e-007
8.317637711026666e+001	7.130076e-007
8.511380382023719e+001	7.130076e-007
8.709635899560760e+001	7.130076e-007
8.912509381337408e+001	7.130076e-007
9.120108393559049e+001	7.130076e-007
9.332543007969861e+001	7.130076e-007
9.549925860214309e+001	7.130076e-007
9.772372209558054e+001	7.130076e-007
9.999999999999946e+001	7.130076e-007
1.023292992280749e+002	7.130076e-007
1.047128548050894e+002	7.130076e-007
1.071519305237600e+002	7.130076e-007
1.096478196143179e+002	7.130076e-007
1.122018454301957e+002	7.130076e-007
1.148153621496876e+002	7.130076e-007
1.174897554939523e+002	7.130076e-007
1.202264434617406e+002	7.130076e-007
1.230268770812374e+002	7.130076e-007
1.258925411794160e+002	7.130076e-007
1.288249551693126e+002	7.130076e-007
1.318256738556399e+002	7.130076e-007
1.348962882591646e+002	7.130076e-007
1.380384264602876e+002	7.130076e-007
1.412537544622746e+002	7.130076e-007
1.445439770745919e+002	7.130076e-007
1.479108388168199e+002	7.130076e-007
1.513561248436199e+002	7.130076e-007
1.548816618912472e+002	7.130076e-007
1.584893192461104e+002	7.130076e-007
1.621810097358920e+002	7.130076e-007
1.659586907437551e+002	7.130076e-007
1.698243652461734e+002	7.130076e-007
1.737800828749365e+002	7.130076e-007
1.778279410038912e+002	7.130076e-007
1.819700858609972e+002	7.130076e-007
1.862087136662856e+002	7.130076e-007
1.905460717963235e+002	7.130076e-007
1.949844599758033e+002	7.130077e-007
1.995262314968867e+002	7.130077e-007
2.041737944669516e+002	7.130077e-007
2.089296130854026e+002	7.130077e-007
2.137962089502218e+002	7.130077e-007
2.187761623949538e+002	7.130077e-007
2.238721138568325e+002	7.130077e-007
2.290867652767758e+002	7.130077e-007
2.344228815319906e+002	7.130077e-007
2.398832919019474e+002	7.130077e-007
2.454708915685014e+002	7.130077e-007
2.511886431509563e+002	7.130077e-007
2.570395782768846e+002	7.130077e-007
2.630267991895364e+002	7.130077e-007
2.691534803926897e+002	7.130077e-007
2.754228703338148e+002	7.130077e-007
2.818382931264435e+002	7.130077e-007
2.884031503126586e+002	7.130077e-007
2.951209226666366e+002	7.130077e-007
3.019951720401995e+002	7.130077e-007
3.090295432513569e+002	7.130077e-007
3.162277660168357e+002	7.130077e-007
3.235936569296260e+002	7.130077e-007
3.311311214825888e+002	7.130077e-007
3.388441561392002e+002	7.130077e-007
3.467368504525292e+002	7.130077e-007
3.548133892335729e+002	7.130077e-007
3.630780547700987e+002	7.130077e-007
3.715352290971698e+002	7.130077e-007
3.801893963205584e+002	7.130077e-007
3.890451449942777e+002	7.130077e-007
3.981071705534943e+002	7.130078e-007
4.073802778041097e+002	7.130078e-007
4.168693834703323e+002	7.130078e-007
4.265795188015895e+002	7.130078e-007
4.365158322401627e+002	7.130078e-007
4.466835921509598e+002	7.130078e-007
4.570881896148716e+002	7.130078e-007
4.677351412871947e+002	7.130078e-007
4.786300923226348e+002	7.130078e-007
4.897788193684425e+002	7.130078e-007
5.011872336272685e+002	7.130078e-007
5.128613839913610e+002	7.130078e-007
5.248074602497686e+002	7.130078e-007
5.370317963702487e+002	7.130078e-007
5.495408738576203e+002	7.130078e-007
5.623413251903447e+002	7.130078e-007
5.754399373371524e+002	7.130078e-007
5.888436553555844e+002	7.130078e-007
6.025595860743530e+002	7.130078e-007
6.165950018614773e+002	7.130078e-007
6.309573444801882e+002	7.130078e-007
6.456542290346504e+002	7.130079e-007
6.606934480075908e+002	7.130079e-007
6.760829753919763e+002	7.130079e-007
6.918309709189309e+002	7.130079e-007
7.079457843841321e+002	7.130079e-007
7.244359600749841e+002	7.130079e-007
7.413102413009113e+002	7.130079e-007
7.585775750291774e+002	7.130079e-007
7.762471166286852e+002	7.130079e-007
7.943282347242747e+002	7.130079e-007
8.128305161640923e+002	7.130079e-007
8.317637711026639e+002	7.130080e-007
8.511380382023692e+002	7.130080e-007
8.709635899560732e+002	7.130080e-007
8.912509381337379e+002	7.130080e-007
9.120108393559019e+002	7.130080e-007
9.332543007969830e+002	7.130080e-007
9.549925860214277e+002	7.130080e-007
9.772372209558022e+002	7.130081e-007
9.999999999999913e+002	7.130081e-007
1.023292992280745e+003	7.130081e-007
1.047128548050890e+003	7.130081e-007
1.071519305237597e+003	7.130081e-007
1.096478196143175e+003	7.130082e-007
1.122018454301953e+003	7.130082e-007
1.148153621496872e+003	7.130082e-007
1.174897554939519e+003	7.130083e-007
1.202264434617402e+003	7.130083e-007
1.230268770812370e+003	7.130083e-007
1.258925411794156e+003	7.130084e-007
1.288249551693122e+003	7.130084e-007
1.318256738556395e+003	7.130084e-007
1.348962882591641e+003	7.130084e-007
1.380384264602872e+003	7.130085e-007
1.412537544622741e+003	7.130085e-007
1.445439770745914e+003	7.130085e-007
1.479108388168193e+003	7.130086e-007
1.513561248436194e+003	7.130087e-007
1.548816618912467e+003	7.130087e-007
1.584893192461099e+003	7.130088e-007
1.621810097358915e+003	7.130088e-007
1.659586907437545e+003	7.130088e-007
1.698243652461728e+003	7.130089e-007
1.737800828749359e+003	7.130090e-007
1.778279410038906e+003	7.130091e-007
1.819700858609966e+003	7.130091e-007
1.862087136662849e+003	7.130092e-007
1.905460717963229e+003	7.130092e-007
1.949844599758026e+003	7.130093e-007
1.995262314968860e+003	7.130094e-007
2.041737944669509e+003	7.130095e-007
2.089296130854019e+003	7.130096e-007
2.137962089502211e+003	7.130096e-007
2.187761623949531e+003	7.130097e-007
2.238721138568317e+003	7.130099e-007
2.290867652767750e+003	7.130100e-007
2.344228815319898e+003	7.130101e-007
2.398832919019466e+003	7.130102e-007
2.454708915685005e+003	7.130103e-007
2.511886431509554e+003	7.130104e-007
2.570395782768837e+003	7.130105e-007
2.630267991895355e+003	7.130106e-007
2.691534803926887e+003	7.130108e-007
2.754228703338138e+003	7.130110e-007
2.818382931264424e+003	7.130111e-007
2.884031503126575e+003	7.130113e-007
2.951209226666354e+003	7.130114e-007
3.019951720401984e+003	7.130116e-007
3.090295432513557e+003	7.130118e-007
3.162277660168345e+003	7.130120e-007
3.235936569296248e+003	7.130122e-007
3.311311214825875e+003	7.130125e-007
3.388441561391989e+003	7.130126e-007
3.467368504525279e+003	7.130129e-007
3.548133892335716e+003	7.130132e-007
3.630780547700973e+003	7.130134e-007
3.715352290971684e+003	7.130137e-007
3.801893963205570e+003	7.130139e-007
3.890451449942763e+003	7.130143e-007
3.981071705534928e+003	7.130146e-007
4.073802778041082e+003	7.130149e-007
4.168693834703307e+003	7.130153e-007
4.265795188015879e+003	7.130156e-007
4.365158322401610e+003	7.130160e-007
4.466835921509581e+003	7.130163e-007
4.570881896148699e+003	7.130168e-007
4.677351412871929e+003	7.130172e-007
4.786300923226329e+003	7.130176e-007
4.897788193684407e+003	7.130181e-007
5.011872336272666e+003	7.130186e-007
5.128613839913590e+003	7.130191e-007
5.248074602497666e+003	7.130197e-007
5.370317963702466e+003	7.130203e-007
5.495408738576182e+003	7.130208e-007
5.623413251903426e+003	7.130214e-007
5.754399373371502e+003	7.130221e-007
5.888436553555821e+003	7.130228e-007
6.025595860743507e+003	7.130235e-007
6.165950018614749e+003	7.130242e-007
6.309573444801858e+003	7.130250e-007
6.456542290346478e+003	7.130258e-007
6.606934480075881e+003	7.130267e-007
6.760829753919737e+003	7.130276e-007
6.918309709189281e+003	7.130286e-007
7.079457843841294e+003	7.130295e-007
7.244359600749813e+003	7.130305e-007
7.413102413009085e+003	7.130316e-007
7.585775750291745e+003	7.130328e-007
7.762471166286822e+003	7.130340e-007
7.943282347242717e+003	7.130352e-007
8.128305161640892e+003	7.130365e-007
8.317637711026608e+003	7.130378e-007
8.511380382023659e+003	7.130392e-007
8.709635899560699e+003	7.130408e-007
8.912509381337344e+003	7.130423e-007
9.120108393558983e+003	7.130440e-007
9.332543007969793e+003	7.130457e-007
9.549925860214238e+003	7.130474e-007
9.772372209557982e+003	7.130493e-007
9.999999999999871e+003	7.130513e-007
1.023292992280741e+004	7.130533e-007
1.047128548050886e+004	7.130555e-007
1.071519305237592e+004	7.130578e-007
1.096478196143171e+004	7.130601e-007
1.122018454301949e+004	7.130626e-007
1.148153621496868e+004	7.130652e-007
1.174897554939514e+004	7.130679e-007
1.202264434617397e+004	7.130707e-007
1.230268770812365e+004	7.130737e-007
1.258925411794151e+004	7.130768e-007
1.288249551693117e+004	7.130801e-007
1.318256738556390e+004	7.130835e-007
1.348962882591636e+004	7.130870e-007
1.380384264602867e+004	7.130908e-007
1.412537544622735e+004	7.130947e-007
1.445439770745908e+004	7.130988e-007
1.479108388168187e+004	7.131031e-007
1.513561248436188e+004	7.131076e-007
1.548816618912460e+004	7.131123e-007
1.584893192461092e+004	7.131172e-007
1.621810097358908e+004	7.131224e-007
1.659586907437538e+004	7.131278e-007
1.698243652461721e+004	7.131335e-007
1.737800828749351e+004	7.131394e-007
1.778279410038898e+004	7.131456e-007
1.819700858609958e+004	7.131521e-007
1.862087136662842e+004	7.131590e-007
1.905460717963221e+004	7.131661e-007
1.949844599758018e+004	7.131735e-007
1.995262314968852e+004	7.131814e-007
2.041737944669501e+004	7.131895e-007
2.089296130854010e+004	7.131981e-007
2.137962089502202e+004	7.132071e-007
2.187761623949522e+004	7.132165e-007
2.238721138568308e+004	7.132263e-007
2.290867652767740e+004	7.132366e-007
2.344228815319889e+004	7.132474e-007
2.398832919019456e+004	7.132587e-007
2.454708915684995e+004	7.132705e-007
2.511886431509544e+004	7.132829e-007
2.570395782768826e+004	7.132959e-007
2.630267991895344e+004	7.133095e-007
2.691534803926876e+004	7.133237e-007
2.754228703338126e+004	7.133386e-007
2.818382931264412e+004	7.133542e-007
2.884031503126564e+004	7.133705e-007
2.951209226666342e+004	7.133876e-007
3.019951720401971e+004	7.134055e-007
3.090295432513544e+004	7.134242e-007
3.162277660168332e+004	7.134439e-007
3.235936569296234e+004	7.134644e-007
3.311311214825861e+004	7.134860e-007
3.388441561391974e+004	7.135085e-007
3.467368504525264e+004	7.135321e-007
3.548133892335701e+004	7.135568e-007
3.630780547700958e+004	7.135827e-007
3.715352290971669e+004	7.136098e-007
3.801893963205554e+004	7.136381e-007
3.890451449942747e+004	7.136679e-007
3.981071705534912e+004	7.136990e-007
4.073802778041065e+004	7.137315e-007
4.168693834703291e+004	7.137656e-007
4.265795188015862e+004	7.138013e-007
4.365158322401593e+004	7.138387e-007
4.466835921509563e+004	7.138779e-007
4.570881896148680e+004	7.139189e-007
4.677351412871909e+004	7.139618e-007
4.786300923226309e+004	7.140067e-007
4.897788193684386e+004	7.140538e-007
5.011872336272644e+004	7.141031e-007
5.128613839913568e+004	7.141547e-007
5.248074602497643e+004	7.142087e-007
5.370317963702443e+004	7.142653e-007
5.495408738576159e+004	7.143245e-007
5.623413251903402e+004	7.143865e-007
5.754399373371479e+004	7.144515e-007
5.888436553555797e+004	7.145194e-007
6.025595860743483e+004	7.145907e-007
6.165950018614724e+004	7.146652e-007
6.309573444801832e+004	7.147432e-007
6.456542290346453e+004	7.148250e-007
6.606934480075855e+004	7.149106e-007
6.760829753919710e+004	7.150002e-007
6.918309709189255e+004	7.150940e-007
7.079457843841266e+004	7.151922e-007
7.244359600749785e+004	7.152950e-007
7.413102413009056e+004	7.154027e-007
7.585775750291716e+004	7.155155e-007
7.762471166286792e+004	7.156335e-007
7.943282347242687e+004	7.157571e-007
8.128305161640862e+004	7.158865e-007
8.317637711026576e+004	7.160220e-007
8.511380382023628e+004	7.161638e-007
8.709635899560666e+004	7.163123e-007
8.912509381337311e+004	7.164679e-007
9.120108393558950e+004	7.166307e-007
9.332543007969759e+004	7.168011e-007
9.549925860214204e+004	7.169795e-007
9.772372209557948e+004	7.171664e-007
9.999999999999837e+004	7.173620e-007
1.023292992280737e+005	7.175667e-007
1.047128548050882e+005	7.177811e-007
1.071519305237589e+005	7.180055e-007
1.096478196143167e+005	7.182405e-007
1.122018454301945e+005	7.184865e-007
1.148153621496864e+005	7.187440e-007
1.174897554939510e+005	7.190136e-007
1.202264434617393e+005	7.192958e-007
1.230268770812361e+005	7.195912e-007
1.258925411794147e+005	7.199005e-007
1.288249551693113e+005	7.202243e-007
1.318256738556385e+005	7.205632e-007
1.348962882591631e+005	7.209180e-007
1.380384264602862e+005	7.212893e-007
1.412537544622731e+005	7.216781e-007
1.445439770745904e+005	7.220850e-007
1.479108388168183e+005	7.225109e-007
1.513561248436183e+005	7.229567e-007
1.548816618912456e+005	7.234233e-007
1.584893192461087e+005	7.239116e-007
1.621810097358903e+005	7.244228e-007
1.659586907437533e+005	7.249578e-007
1.698243652461716e+005	7.255177e-007
1.737800828749346e+005	7.261037e-007
1.778279410038893e+005	7.267170e-007
1.819700858609953e+005	7.273587e-007
1.862087136662836e+005	7.280303e-007
1.905460717963215e+005	7.287331e-007
1.949844599758012e+005	7.294686e-007
1.995262314968846e+005	7.302382e-007
2.041737944669495e+005	7.310434e-007
2.089296130854004e+005	7.318860e-007
2.137962089502196e+005	7.327675e-007
2.187761623949515e+005	7.336898e-007
2.238721138568301e+005	7.346548e-007
2.290867652767734e+005	7.356643e-007
2.344228815319882e+005	7.367203e-007
2.398832919019449e+005	7.378250e-007
2.454708915684988e+005	7.389806e-007
2.511886431509537e+005	7.401893e-007
2.570395782768819e+005	7.414534e-007
2.630267991895336e+005	7.427756e-007
2.691534803926869e+005	7.441583e-007
2.754228703338119e+005	7.456043e-007
2.818382931264405e+005	7.471164e-007
2.884031503126556e+005	7.486974e-007
2.951209226666334e+005	7.503505e-007
3.019951720401964e+005	7.520787e-007
3.090295432513537e+005	7.538854e-007
3.162277660168324e+005	7.557740e-007
3.235936569296226e+005	7.577480e-007
3.311311214825853e+005	7.598111e-007
3.388441561391967e+005	7.619673e-007
3.467368504525256e+005	7.642204e-007
3.548133892335693e+005	7.665745e-007
3.630780547700950e+005	7.690342e-007
3.715352290971660e+005	7.716035e-007
3.801893963205545e+005	7.742875e-007
3.890451449942738e+005	7.770906e-007
3.981071705534903e+005	7.800178e-007
4.073802778041056e+005	7.830745e-007
4.168693834703281e+005	7.862657e-007
4.265795188015852e+005	7.895969e-007
4.365158322401583e+005	7.930739e-007
4.466835921509552e+005	7.967024e-007
4.570881896148669e+005	8.004883e-007
4.677351412871899e+005	8.044380e-007
4.786300923226299e+005	8.085577e-007
4.897788193684375e+005	8.128539e-007
5.011872336272634e+005	8.173334e-007
5.128613839913558e+005	8.220028e-007
5.248074602497633e+005	8.268694e-007
5.370317963702432e+005	8.319400e-007
5.495408738576148e+005	8.372221e-007
5.623413251903391e+005	8.427229e-007
5.754399373371467e+005	8.484499e-007
5.888436553555785e+005	8.544105e-007
6.025595860743470e+005	8.606123e-007
6.165950018614712e+005	8.670629e-007
6.309573444801820e+005	8.737696e-007
6.456542290346441e+005	8.807400e-007
6.606934480075843e+005	8.879812e-007
6.760829753919698e+005	8.955004e-007
6.918309709189242e+005	9.033041e-007
7.079457843841253e+005	9.113989e-007
7.244359600749771e+005	9.197906e-007
7.413102413009043e+005	9.284844e-007
7.585775750291703e+005	9.374850e-007
7.762471166286779e+005	9.467959e-007
7.943282347242674e+005	9.564197e-007
8.128305161640848e+005	9.663578e-007
8.317637711026561e+005	9.766097e-007
8.511380382023612e+005	9.871734e-007
8.709635899560649e+005	9.980447e-007
8.912509381337294e+005	1.009217e-006
9.120108393558932e+005	1.020681e-006
9.332543007969741e+005	1.032423e-006
9.549925860214186e+005	1.044427e-006
9.772372209557928e+005	1.056671e-006
1.000000000000000e+006	1.069131e-006
